,sourceNodeId,targetNodeId,cite_info,relationshipType,flag
106,211258645,202565945,"{189927896: 'Jiang & Bansal 2019a', 202565945: 'Jiang & Bansal, 2019b', 174801764: 'Min et al., 2019a', 174801080: 'Min et al. 2019b', 202660724: 'Nie et al., 2019', 207870753: 'Tu et al., 2020', 52822214: 'Yang et al., 2018'}",cites,28
107,211258645,174801764,"{189927896: 'Jiang & Bansal 2019a', 202565945: 'Jiang & Bansal, 2019b', 174801764: 'Min et al., 2019a', 174801080: 'Min et al. 2019b', 202660724: 'Nie et al., 2019', 207870753: 'Tu et al., 2020', 52822214: 'Yang et al., 2018'}",cites,28
108,211258645,174801080,"{189927896: 'Jiang & Bansal 2019a', 202565945: 'Jiang & Bansal, 2019b', 174801764: 'Min et al., 2019a', 174801080: 'Min et al. 2019b', 202660724: 'Nie et al., 2019', 207870753: 'Tu et al., 2020', 52822214: 'Yang et al., 2018'}",cites,28
109,211258645,202660724,"{189927896: 'Jiang & Bansal 2019a', 202565945: 'Jiang & Bansal, 2019b', 174801764: 'Min et al., 2019a', 174801080: 'Min et al. 2019b', 202660724: 'Nie et al., 2019', 207870753: 'Tu et al., 2020', 52822214: 'Yang et al., 2018'}",cites,28
110,211258645,52822214,"{189927896: 'Jiang & Bansal 2019a', 202565945: 'Jiang & Bansal, 2019b', 174801764: 'Min et al., 2019a', 174801080: 'Min et al. 2019b', 202660724: 'Nie et al., 2019', 207870753: 'Tu et al., 2020', 52822214: 'Yang et al., 2018'}",cites,28
111,260682258,253581733,"{253581733: 'Asai et al., 2023', 249097975: 'Izacard et al., 2022a', 252907685: 'Muennighoff et al., 2023', 245144556: 'Ni et al., 2022b', 254853816: 'Su et al., 2023;', 233296016: 'Thakur et al., 2021', 220302524: 'Xiong et al., 2021;', 247447562: 'Zhou et al. 2022'}",cites,33
112,260682258,252907685,"{253581733: 'Asai et al., 2023', 249097975: 'Izacard et al., 2022a', 252907685: 'Muennighoff et al., 2023', 245144556: 'Ni et al., 2022b', 254853816: 'Su et al., 2023;', 233296016: 'Thakur et al., 2021', 220302524: 'Xiong et al., 2021;', 247447562: 'Zhou et al. 2022'}",cites,33
113,260682258,245144556,"{253581733: 'Asai et al., 2023', 249097975: 'Izacard et al., 2022a', 252907685: 'Muennighoff et al., 2023', 245144556: 'Ni et al., 2022b', 254853816: 'Su et al., 2023;', 233296016: 'Thakur et al., 2021', 220302524: 'Xiong et al., 2021;', 247447562: 'Zhou et al. 2022'}",cites,33
114,260682258,254853816,"{253581733: 'Asai et al., 2023', 249097975: 'Izacard et al., 2022a', 252907685: 'Muennighoff et al., 2023', 245144556: 'Ni et al., 2022b', 254853816: 'Su et al., 2023;', 233296016: 'Thakur et al., 2021', 220302524: 'Xiong et al., 2021;', 247447562: 'Zhou et al. 2022'}",cites,33
115,260682258,233296016,"{253581733: 'Asai et al., 2023', 249097975: 'Izacard et al., 2022a', 252907685: 'Muennighoff et al., 2023', 245144556: 'Ni et al., 2022b', 254853816: 'Su et al., 2023;', 233296016: 'Thakur et al., 2021', 220302524: 'Xiong et al., 2021;', 247447562: 'Zhou et al. 2022'}",cites,33
116,260682258,220302524,"{253581733: 'Asai et al., 2023', 249097975: 'Izacard et al., 2022a', 252907685: 'Muennighoff et al., 2023', 245144556: 'Ni et al., 2022b', 254853816: 'Su et al., 2023;', 233296016: 'Thakur et al., 2021', 220302524: 'Xiong et al., 2021;', 247447562: 'Zhou et al. 2022'}",cites,33
117,260682258,247447562,"{253581733: 'Asai et al., 2023', 249097975: 'Izacard et al., 2022a', 252907685: 'Muennighoff et al., 2023', 245144556: 'Ni et al., 2022b', 254853816: 'Su et al., 2023;', 233296016: 'Thakur et al., 2021', 220302524: 'Xiong et al., 2021;', 247447562: 'Zhou et al. 2022'}",cites,33
118,235485084,208267807,"{208267807: 'Asai et al., 2020', 153312687: 'Ding et al., 2019', 207853300: 'Fang et al., 2020;', 174801080: 'Min et al., 2019;', 202660724: 'Nie et al., 2019', 211258645: 'Perez et al. 2020', 202773198: 'Qi et al., 2019', 128345225: 'Sun et al., 2019;', 52822214: 'Yang et al., 2018'}",cites,38
119,235485084,153312687,"{208267807: 'Asai et al., 2020', 153312687: 'Ding et al., 2019', 207853300: 'Fang et al., 2020;', 174801080: 'Min et al., 2019;', 202660724: 'Nie et al., 2019', 211258645: 'Perez et al. 2020', 202773198: 'Qi et al., 2019', 128345225: 'Sun et al., 2019;', 52822214: 'Yang et al., 2018'}",cites,38
120,235485084,207853300,"{208267807: 'Asai et al., 2020', 153312687: 'Ding et al., 2019', 207853300: 'Fang et al., 2020;', 174801080: 'Min et al., 2019;', 202660724: 'Nie et al., 2019', 211258645: 'Perez et al. 2020', 202773198: 'Qi et al., 2019', 128345225: 'Sun et al., 2019;', 52822214: 'Yang et al., 2018'}",cites,38
121,235485084,174801080,"{208267807: 'Asai et al., 2020', 153312687: 'Ding et al., 2019', 207853300: 'Fang et al., 2020;', 174801080: 'Min et al., 2019;', 202660724: 'Nie et al., 2019', 211258645: 'Perez et al. 2020', 202773198: 'Qi et al., 2019', 128345225: 'Sun et al., 2019;', 52822214: 'Yang et al., 2018'}",cites,38
122,235485084,202660724,"{208267807: 'Asai et al., 2020', 153312687: 'Ding et al., 2019', 207853300: 'Fang et al., 2020;', 174801080: 'Min et al., 2019;', 202660724: 'Nie et al., 2019', 211258645: 'Perez et al. 2020', 202773198: 'Qi et al., 2019', 128345225: 'Sun et al., 2019;', 52822214: 'Yang et al., 2018'}",cites,38
123,235485084,211258645,"{208267807: 'Asai et al., 2020', 153312687: 'Ding et al., 2019', 207853300: 'Fang et al., 2020;', 174801080: 'Min et al., 2019;', 202660724: 'Nie et al., 2019', 211258645: 'Perez et al. 2020', 202773198: 'Qi et al., 2019', 128345225: 'Sun et al., 2019;', 52822214: 'Yang et al., 2018'}",cites,38
124,235485084,202773198,"{208267807: 'Asai et al., 2020', 153312687: 'Ding et al., 2019', 207853300: 'Fang et al., 2020;', 174801080: 'Min et al., 2019;', 202660724: 'Nie et al., 2019', 211258645: 'Perez et al. 2020', 202773198: 'Qi et al., 2019', 128345225: 'Sun et al., 2019;', 52822214: 'Yang et al., 2018'}",cites,38
125,235485084,128345225,"{208267807: 'Asai et al., 2020', 153312687: 'Ding et al., 2019', 207853300: 'Fang et al., 2020;', 174801080: 'Min et al., 2019;', 202660724: 'Nie et al., 2019', 211258645: 'Perez et al. 2020', 202773198: 'Qi et al., 2019', 128345225: 'Sun et al., 2019;', 52822214: 'Yang et al., 2018'}",cites,38
126,235485084,52822214,"{208267807: 'Asai et al., 2020', 153312687: 'Ding et al., 2019', 207853300: 'Fang et al., 2020;', 174801080: 'Min et al., 2019;', 202660724: 'Nie et al., 2019', 211258645: 'Perez et al. 2020', 202773198: 'Qi et al., 2019', 128345225: 'Sun et al., 2019;', 52822214: 'Yang et al., 2018'}",cites,38
127,250562913,204823992,"{204823992: 'Fisch et al. 2019', 204800552: 'Lee et al., 2019', 226254596: 'Seonwoo et al., 2020;', 221292890: 'Su et al. 2020'}",cites,39
128,250562913,204800552,"{204823992: 'Fisch et al. 2019', 204800552: 'Lee et al., 2019', 226254596: 'Seonwoo et al., 2020;', 221292890: 'Su et al. 2020'}",cites,39
129,250562913,226254596,"{204823992: 'Fisch et al. 2019', 204800552: 'Lee et al., 2019', 226254596: 'Seonwoo et al., 2020;', 221292890: 'Su et al. 2020'}",cites,39
130,250562913,221292890,"{204823992: 'Fisch et al. 2019', 204800552: 'Lee et al., 2019', 226254596: 'Seonwoo et al., 2020;', 221292890: 'Su et al. 2020'}",cites,39
131,248426967,224803601,"{224803601: 'Chen et al., 2020a', 215785913: 'Chen et al., 2020b', 52822214: 'Yang et al., 2018;'}",cites,40
